Opportunity ID,Account ID 18 Digits,Opportunity Owner,Amount (converted),Stage,Created Date,Close Date,Age,Lead Source,Employees,Industry,Market Segment,Reporting Manager,Territory,Month&Year,Created Month & Year
00606000012b5JF,0010600001z3JtmAAE,AE 5,4000,Closed Lost,1/8/2022,1/25/2022,17,Partner Referral,,Food & Beverage - Restaurants,,Director of Sales 2,EMEA,Jan 2022,Jan 2022
00606000012b3w0,0010600001z3DY6AAM,AE 6,4235.35,Closed Lost,1/6/2022,2/2/2022,27,Inbound,,Agencies / Consultancies / Software Providers - IT Consultancies,,Director of Sales 2,EMEA,Feb 2022,Jan 2022
00606000012b4vX,0010600001z3IFzAAM,AE 5,4000,Closed Won,1/8/2022,2/7/2022,30,Inbound,476,Food & Beverage - Delivery Services,Corporate,Director of Sales 2,EMEA,Feb 2022,Jan 2022
00606000012bJiw,0010600001z5DWaAAM,AE 4,4235.35,Closed Lost,2/1/2022,2/12/2022,11,Inbound,,Agencies / Consultancies / Software Providers,,Director of Sales 2,EMEA,Feb 2022,Feb 2022
00606000012bCpU,0010600001z4R6PAAU,AE 4,4000,Closed Lost,1/20/2022,2/25/2022,36,Inbound,,Mobility & Transportation - Logistics,,Director of Sales 2,EMEA,Feb 2022,Jan 2022
00606000012b5xP,0010600001z3SKKAA2,AE 5,4522.5,Closed Lost,1/11/2022,3/3/2022,51,Inbound,,Insurance,,Director of Sales 2,EMEA,Mar 2022,Jan 2022
00606000012bKi5,0010600001z5Ep6AAE,AE 6,1055.25,Closed Lost,2/1/2022,3/5/2022,32,Inbound,,Travel - Hospitality,,Director of Sales 2,EMEA,Mar 2022,Feb 2022
00606000012bZ3P,0010600001z4SOYAA2,Executive 1,14713.2,Closed Won,2/24/2022,3/16/2022,20,Partner Referral,91,Apparel & Textile,Growth,IC,Other,Mar 2022,Feb 2022
00606000012bZVy,0010600001z6nHDAAY,AE 6,11155.5,Closed Won,2/25/2022,3/16/2022,19,Inbound,534,Gambling & Gaming,Corporate,Director of Sales 2,EMEA,Mar 2022,Feb 2022
00606000012bJ4I,0010600001z53KBAAY,AE 5,,Closed Lost,1/29/2022,3/25/2022,55,Inbound,,Other Consumer Goods,,Director of Sales 2,EMEA,Mar 2022,Jan 2022
00606000012bTfX,0010600001z6BfQAAU,AE 5,2700,Closed Lost,2/16/2022,3/25/2022,37,Inbound,,Other,,Director of Sales 2,EMEA,Mar 2022,Feb 2022
00606000012b7Lh,0010600001z3YHwAAM,AE 4,14000,Closed Won,1/12/2022,3/29/2022,76,Inbound,2669,Apparel & Textile - Sportswear / Sports Gear,Enterprise,Director of Sales 2,EMEA,Mar 2022,Jan 2022
00606000012bLda,0010600001z5J7RAAU,AE 4,33044.4,Closed Won,2/2/2022,3/30/2022,56,Inbound,6464,Other Consumer Goods,Enterprise,Director of Sales 2,EMEA,Mar 2022,Feb 2022
00606000012bHZT,0010600001z4sMLAAY,Executive 1,14000,Qualifying,1/27/2022,3/31/2022,426,Inbound,,Other Consumer Goods - Furniture,,IC,Other,Mar 2022,Jan 2022
00606000012bBpE,0010600001z4N6NAAU,Executive 1,5427,Qualifying,1/19/2022,3/31/2022,434,Inbound,,Mobility & Transportation - Public Transport,,IC,Other,Mar 2022,Jan 2022
00606000012b4ix,0010600001z3GknAAE,Executive 1,6633,Scoping,1/7/2022,3/31/2022,446,Inbound,,Food & Beverage,,IC,Other,Mar 2022,Jan 2022
00606000012b7nM,0010600001z3ahfAAA,Executive 1,13500,Qualifying,1/13/2022,3/31/2022,440,Inbound,,Agencies / Consultancies / Software Providers - SaaS Companies,,IC,Other,Mar 2022,Jan 2022
00606000012xCEv,0010600001xEiTjAAK,Misc. Rep,,Qualifying,3/17/2022,3/31/2022,377,Inbound,,Agencies / Consultancies / Software Providers - Marketing Agencies,,Director of Sales 3,AMER,Mar 2022,Mar 2022
00606000012xFFh,0010600001xF0fJAAS,Executive 1,,Qualifying,3/22/2022,3/31/2022,372,Inbound,,Other Consumer Goods,,IC,Other,Mar 2022,Mar 2022
00606000012x7wS,0010600001xEFlLAAW,AE 6,2365,Closed Lost,3/10/2022,4/6/2022,27,Inbound,,Mobility & Transportation,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012bNFr,0010600001z5SPNAA2,AE 5,4138.75,Closed Lost,2/4/2022,4/7/2022,62,Inbound,,Mobility & Transportation,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012bA7P,0010600001z3rGLAAY,Executive 1,4000,Closed Lost,1/15/2022,4/7/2022,82,Inbound,,Other,,IC,Other,Apr 2022,Jan 2022
00606000012xGSm,0010600001xF7a0AAC,Director of Sales 1,3000,Closed Lost,3/24/2022,4/11/2022,18,Inbound,,Other Consumer Goods - Furniture,,Director of Sales 1,APAC,Apr 2022,Mar 2022
00606000012bVzy,0010600001z6MHfAAM,AE 5,4138.75,Closed Lost,2/18/2022,4/12/2022,53,Inbound,,Agencies / Consultancies / Software Providers - SaaS Companies,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012xD9X,0010600001xEmnsAAC,AE 4,4000,Closed Lost,3/18/2022,4/16/2022,29,Inbound,,Agencies / Consultancies / Software Providers - SaaS Companies,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012x8Gh,0010600001xEIrWAAW,AE 4,10642.5,Closed Lost,3/11/2022,4/20/2022,40,Inbound,,Food & Beverage,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012bBY7,0010600001z4MQIAA2,AE 5,8750,Closed Won,1/19/2022,4/22/2022,93,Inbound,,Health Care,,Director of Sales 2,EMEA,Apr 2022,Jan 2022
00606000012xEaK,0010600001xEyfbAAC,Director of Sales 1,4000,Closed Lost,3/22/2022,4/23/2022,32,Outbound,,Apparel & Textile - Clothes,,Director of Sales 1,APAC,Apr 2022,Mar 2022
00606000012bKtc,0010600001z5FY3AAM,Executive 1,10642.5,Closed Lost,2/1/2022,4/26/2022,84,Inbound,,Other Consumer Goods - Automotive,,IC,Other,Apr 2022,Feb 2022
00606000012xDxh,0010600001xEqRmAAK,AE 4,8868.75,Closed Lost,3/19/2022,4/26/2022,38,Inbound,,Financial Services,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012xXjm,0010600001xH9KwAAK,AE 5,4877.81,Closed Won,4/19/2022,4/26/2022,7,Inbound,,food & beverages,,Director of Sales 2,EMEA,Apr 2022,Apr 2022
00606000012bQGj,0011o00001ht60VAAQ,AE 5,17737.5,Closed Lost,2/10/2022,4/28/2022,77,Inbound,,Other Consumer Goods,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012xDB9,0010600001xEms4AAC,AE 5,4138.75,Closed Lost,3/18/2022,4/28/2022,41,Inbound,,Agencies / Consultancies / Software Providers - IT Consultancies,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012xGRo,0010600001xF7WXAA0,AE 4,10642.5,Closed Lost,3/24/2022,4/29/2022,36,Inbound,,Gambling & Gaming - Casinos,,Director of Sales 2,EMEA,Apr 2022,Mar 2022
00606000012bZnx,0011o00001qwYiuAAE,AE 4,17737.5,Closed Won,2/25/2022,4/30/2022,64,Inbound,547,Health Care,Corporate,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012bZmL,0010600001z6oArAAI,AE 6,2956.25,Closed Lost,2/25/2022,4/30/2022,64,Inbound,,Apparel & Textile - Sportswear / Sports Gear,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012bYD9,0010600001z6emUAAQ,AE 5,4138.75,Closed Lost,2/23/2022,4/30/2022,66,Inbound,,Apparel & Textile - Sportswear / Sports Gear,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012bS2P,0010600001z5xc8AAA,AE 5,4000,Closed Lost,2/12/2022,4/30/2022,77,Inbound,,Other,,Director of Sales 2,EMEA,Apr 2022,Feb 2022
00606000012bAX8,0010600001z3x5UAAQ,AE 5,2808.44,Closed Won,1/18/2022,4/30/2022,102,Inbound,13,Apparel & Textile - Clothes,Growth,Director of Sales 2,EMEA,Apr 2022,Jan 2022
00606000012x4my,0010600001xDxeaAAC,Director of Sales 1,5500,Closed Won,3/4/2022,5/3/2022,59,Outbound,27432,Other Consumer Goods,Enterprise,Director of Sales 1,APAC,May 2022,Mar 2022
00606000012xAiK,0010600001xEbQDAA0,AE 5,2101.23,Closed Lost,3/15/2022,5/3/2022,49,Inbound,,Telecommunications,,Director of Sales 2,EMEA,May 2022,Mar 2022
00606000012xC18,0010600001xEhmQAAS,Director of Sales 1,4000,Closed Lost,3/17/2022,5/3/2022,47,,,Travel - Booking Platforms,,Director of Sales 1,APAC,May 2022,Mar 2022
00606000012xldG,00106000020sT70AAE,AE 6,4202.45,Closed Lost,4/30/2022,5/12/2022,12,Inbound,,Real Estate,,Director of Sales 2,EMEA,May 2022,Apr 2022
00606000012xJOd,0010600001xFUwMAAW,AE 4,4802.8,Closed Lost,3/29/2022,5/14/2022,46,Inbound,,Real Estate - Rental,,Director of Sales 2,EMEA,May 2022,Mar 2022
00606000012x9Rc,0010600001xEPklAAG,AE 8,9000,Closed Lost,3/12/2022,5/18/2022,67,Inbound,,,,Director of Sales 3,AMER,May 2022,Mar 2022
00606000012xgI6,00106000020s6gKAAQ,AE 6,1320.77,Closed Won,4/26/2022,5/18/2022,22,Inbound,11,Apparel & Textile,Growth,Director of Sales 2,EMEA,May 2022,Apr 2022
00606000012xBa7,0010600001xEfTrAAK,AE 6,4000,Closed Won,3/16/2022,5/19/2022,64,Inbound,12,Marketplace,Growth,Director of Sales 2,EMEA,May 2022,Mar 2022
006060000136C90,0010600001yM476AAC,AE 5,4000,Closed Lost,3/4/2022,5/21/2022,78,Inbound,,Agencies / Consultancies / Software Providers - Marketing Agencies,,Director of Sales 2,EMEA,May 2022,Mar 2022
00606000012bTK0,0010600001z69BvAAI,AE 4,9000,Closed Lost,2/15/2022,5/24/2022,98,Inbound,,Food & Beverage - Producer,,Director of Sales 2,EMEA,May 2022,Feb 2022
00606000012xbOJ,0010600001xHNMVAA4,Director of Sales 1,12007,Closed Lost,4/22/2022,5/24/2022,32,,,Gambling & Gaming- Sports Betting,,Director of Sales 1,APAC,May 2022,Apr 2022
